post_id,user_id,place_id,name,latitude,longitude,level,NOM,geo
7574,1776,1701,"Moco Museum Barcelona, Carrer de Montcada, Barcelona, Spain",41.3847,2.18156,museum,"Sant Pere, Santa Caterina i la Ribera
","41.3847,2.18156"
4541,476,15563,Hotel Colón,41.385,2.17584,lodging,"el Barri Gòtic
","41.385,2.17584"
7892,2032,15563,Hotel Colón,41.385,2.17584,lodging,"el Barri Gòtic
","41.385,2.17584"
683,59,2562,"Hotel W Barcelona, Passeig de Joan de Borbó, Barcelona, Spain",41.3684,2.19015,lodging,la Barceloneta,"41.3684,2.19015"
685,59,2562,"Hotel W Barcelona, Passeig de Joan de Borbó, Barcelona, Spain",41.3684,2.19015,lodging,la Barceloneta,"41.3684,2.19015"
2503,138,2562,"Hotel W Barcelona, Passeig de Joan de Borbó, Barcelona, Spain",41.3684,2.19015,lodging,la Barceloneta,"41.3684,2.19015"
2529,138,2562,"Hotel W Barcelona, Passeig de Joan de Borbó, Barcelona, Spain",41.3684,2.19015,lodging,la Barceloneta,"41.3684,2.19015"
2530,138,2562,"Hotel W Barcelona, Passeig de Joan de Borbó, Barcelona, Spain",41.3684,2.19015,lodging,la Barceloneta,"41.3684,2.19015"
6896,856,2562,"Hotel W Barcelona, Passeig de Joan de Borbó, Barcelona, Spain",41.3684,2.19015,lodging,la Barceloneta,"41.3684,2.19015"
7140,282,2562,"Hotel W Barcelona, Passeig de Joan de Borbó, Barcelona, Spain",41.3684,2.19015,lodging,la Barceloneta,"41.3684,2.19015"
5036,490,17228,Hotel NH Collection Barcelona Gran Hotel Calderón,41.3893,2.16604,lodging,"la Dreta de l'Eixample
","41.3893,2.16604"
1106,54,3245,"Pg. de Gràcia, 24, 08007 Barcelona, Spain",41.3902,2.16795,lodging,"la Dreta de l'Eixample
","41.3902,2.16795"
3536,85,12053,Hotel Vincci Mae,41.3935,2.14598,lodging,"Sarrià, les Tres Torres i Vallvidrera


","41.3935,2.14598"
7356,1096,12053,Hotel Vincci Mae,41.3935,2.14598,lodging,"Sarrià, les Tres Torres i Vallvidrera


","41.3935,2.14598"
1194,108,458,"Las Arenas, Barcelona, Spain",41.365,2.1492,premise,"el Poble Sec i Montjuïc

","41.365,2.1492"
1807,59,458,"Las Arenas, Barcelona, Spain",41.365,2.1492,premise,"el Poble Sec i Montjuïc

","41.365,2.1492"
4648,1,10670,Mercat del Born,41.3854,2.1841,premise,"Sant Pere, Santa Caterina i la Ribera
","41.3854,2.1841"
489,60,440,Arc de Triomf,41.391,2.18066,premise,"Sant Pere, Santa Caterina i la Ribera
","41.391,2.18066"
1040,54,440,Arc de Triomf,41.391,2.18066,premise,"Sant Pere, Santa Caterina i la Ribera
","41.391,2.18066"
1042,54,440,Arc de Triomf,41.391,2.18066,premise,"Sant Pere, Santa Caterina i la Ribera
","41.391,2.18066"
1615,60,440,Arc de Triomf,41.391,2.18066,premise,"Sant Pere, Santa Caterina i la Ribera
","41.391,2.18066"
1801,154,6065,"C. de Floridablanca, 119, 08011 Barcelona, Spain",41.3808,2.16126,premise,"Sant Antoni
","41.3808,2.16126"
3626,81,10211,Palau Reial Major,41.3842,2.17756,premise,"el Barri Gòtic
","41.3842,2.17756"
2107,54,1423,Edifici històric de la Universitat de Barcelona,41.3865,2.16367,premise,"l'Antiga Esquerra de l'Eixample
","41.3865,2.16367"
2108,54,1423,Edifici històric de la Universitat de Barcelona,41.3865,2.16367,premise,"l'Antiga Esquerra de l'Eixample
","41.3865,2.16367"
2109,54,1423,Edifici històric de la Universitat de Barcelona,41.3865,2.16367,premise,"l'Antiga Esquerra de l'Eixample
","41.3865,2.16367"
2110,54,1423,Edifici històric de la Universitat de Barcelona,41.3865,2.16367,premise,"l'Antiga Esquerra de l'Eixample
","41.3865,2.16367"
5432,59,18408,Palau Blaugrana,41.3801,2.12013,stadium,"la Maternitat i Sant Ramon
","41.3801,2.12013"
