,destinationId,civitatis_name,counter,first_best,second_best,third_best
1526,3122,Villanueva de los Infantes,1526,Villanueva de la Cañada,Vilafranca de Bonany,
1527,3123,Iznájar,1527,Inari,Pájara,
1528,3124,Alarcón,1528,Albarracín,Aachen,
1529,3125,Beget,1529,Beget,Berge,Bierge
1530,3126,Pals,1530,Pals,Pal,Palamós
1531,3127,Capileira,1531,Vasileia,Calella,
1532,3128,Montefrío,1532,Monteriggioni,Montegiardino,Montserrat
1533,3129,Briones,1533,Sirmione,Gines,Brisbane
1534,3130,Campillo de Ranas,1534,Valle de Banderas,Cabo de Gata,Valle de la Luna
1535,3131,Peñalba de Santiago,1535,Puebla de Sanabria,,
1536,3132,Sigüenza,1536,Siena,Sigean,Spiez
1537,3133,Mondoñedo,1537,Montevideo,Mandhoo,Condado
1538,3134,Alquézar,1538,Alquézar,,
1539,3135,Buitrago de Lozoya,1539,Burgo de Osma,Gargantilla del Lozoya,
1540,3136,Patones de Arriba,1540,Salto de Agua,,
1541,3137,Cazorla,1541,Paola,Coura,Colmar
1542,3138,Segura de la Sierra,1542,Zahara de la Sierra,Mirador de la Sierra,Santiago de la Ribera
1543,3139,Ansó,1543,Ansa,Aínsa,Athens
1544,3140,Concordia,1544,Condado,La Conreria,Chocohuital
1545,3141,Olite,1545,Olot,Alicante,Split
1546,3142,Ujué,1546,,,
1547,3143,Allariz,1547,Villar,Amdari,
1548,3144,Candelario,1548,Candelaria,Celorio,Castelsardo
1549,3145,Ciudad Rodrigo,1549,Ciudad Perdida,,
1550,3146,La Alberca,1550,Las Galeras,La Goleta,La Franca
1551,3147,Ledesma,1551,Odesa,Lleida,Leshan
1552,3148,Miranda del Castañar,1552,Mar del Plata,Villanueva de la Cañada,Mairena del Aljarafe
1553,3149,Mogarraz,1553,Makarora,Narra,Mġarr
1554,3150,El Burgo de Osma,1554,Burgo de Osma,,
1555,3151,Medinaceli,1555,Mdina,,
1556,3152,Ayllón,1556,,,
1557,3153,Maderuelo,1557,Teruel,,
1558,3154,Pedraza,1558,Pedrera,Piedralaves,Pedreira
1559,3155,Sepúlveda,1559,Senglea,,
1560,3156,Turégano,1560,Lugano,Trancoso,Tauranga
1561,3157,Puebla de Sanabria,1561,Puebla de Sanabria,Cap de Barbaria,Cala Santandria
1562,3158,Miravet,1562,Miravet,Murata,
1563,3159,Sos del Rey Católico,1563,,,
1564,3160,Montblanc,1564,Son Blanc,Fontana,Monte la Reina
1565,3161,Calaceite,1565,Cabarete,Canazei,Cala en Porter
1566,3162,Rubielos de Mora,1566,Riells del Fai,,
1567,3163,Elanchove,1567,Elche,Vancouver,Vollenhove
1568,3164,Mundaka,1568,Mandalay,Punakaiki,Hunedoara
1569,3165,Valderrobres,1569,Valdevaqueros,Valdragone,Caldebarcos
1570,3166,Urueña,1570,Urda,,
1571,3167,Llantrisant,1571,Llafranc,,
1572,3168,Ruidera,1572,Sa Riera,Livera,
1573,3169,Daimiel,1573,Daimiel,Waimea,Darien
1574,3170,Gualeguaychú,1574,,,
1575,3171,Valle de Matamoros,1575,Tlacolula de Matamoros,Valle de Banderas,Valle de la Luna
1576,3172,Guatapé,1576,Gualta,Murata,
1577,3174,Buenavista,1577,Buenavista del Norte,Pavilosta,Fuensanta
1578,3175,Houston,1578,Boston,Hulst,Hoorn
1579,3176,Vegacervera,1579,Vancouver,,
1580,3177,Megève,1580,,,
1581,3178,Kyzylorda,1581,,,
1582,3179,Calvi,1582,Calp,Valdivia,Claveria
1583,3180,Monteux,1583,Montreux,Montezuma,Montseny
1584,3183,Villa de Leyva,1584,Villa de Valverde,Vilanova de Sau,Viña del Mar
1585,3184,Gordoncillo,1585,Grouville,,
1586,3185,Luanda,1586,Lund,Lugano,Luarca
1587,3186,Skibbereen,1587,Tibubeneng,,
1588,3187,Union Hall,1588,,,
1589,3188,Riobamba,1589,Urubamba,,
1590,3189,Guardamar del Segura,1590,Zahara de la Sierra,Mirador de la Sierra,
1591,3190,Crevillent,1591,Seville,Grouville,Castellet
1592,3191,Buġibba,1592,Bukoba,Bilbao,
1593,3192,Šibenik,1593,,,
1594,3193,Trincomalee,1594,,,
1595,3194,Loja,1595,Lija,Lorca,Lozoya
1596,3195,Gropparello,1596,Scopello,,
1597,3196,L'Aquila,1597,Arequipa,,
1598,3197,Pescara,1598,Peñíscola,Pájara,Perast
1599,3198,Aielli,1599,Kiel,Albi,
1600,3199,Tarija,1600,Tarifa,Tai'an,Vardzia
1601,3200,Machala,1601,Bacalar,Mazatlan,Masca
1602,3201,El Palmar de Vejer,1602,El Palmar de Vejer,El Palmer,
1603,3202,Bailén,1603,Balzan,Baiona,Chaitén
1604,3203,Palomino,1604,Palomino,Palermo,Positano
1605,3204,Roccascalegna,1605,,,
1606,3205,Guardiagrele,1606,,,
1607,3206,Monreal del Llano,1607,Mairena del Alcor,Torres del Paine,Torre del Ram
1608,3207,Manta,1608,Murata,Mataró,Manila
1609,3208,Suances,1609,Saelices,Sarnen,Saldes
1610,3209,Santa Fe,1610,Santa Fé,Sant Ferran,Santander
1611,3210,Manresa,1611,Marsa,Mijares,Mengesta
1612,3211,Jamao al Norte,1612,,,
1613,3212,Gavás,1613,Gabás,Navès,Navàs
1614,3213,Gumiel de Izán,1614,,,
1615,3214,Sober,1615,Sort,Simonsberg,Soria
1616,3215,Doade,1616,Doradal,Daedeok,Dead Sea
1617,3216,Bolzano,1617,Balzan,Volcano,Bormla
1618,3217,Mar del Plata,1618,Mar del Plata,Marbella,Mar de Cristal
1619,3218,Acireale,1619,Ardales,Anciles,Crociale
1620,3219,Maafushi,1620,Maafushi,Manaus,Marousi
1621,3220,Deauville,1621,Seville,Grouville,Asheville
1622,3221,Tiedra,1622,Trier,Thera,Tejeda
1623,3222,Nueva,1623,Huelva,Suceava,Nuévalos
1624,3223,Pacs del Penedés,1624,Castejón del Puente,,
1625,3224,Santander,1625,Santander,Sangamner,Santa Venera
1626,3225,Obregón,1626,,,
1627,3226,Chincha,1627,Chinchero,Chicago,Chinatown
1628,3227,Formosa,1628,Frómista,Faros,Bormujos
1629,3228,Trelew,1629,Teruel,Telč,
1630,3229,San Rafael,1630,Sian Ka'an,San Miguel,San Javier
1631,3230,Samara,1631,Shakaria,Saqqarah,Sassafras
1632,3232,Vicenza,1632,Vienna,Siena,Verona
1633,3233,Alton,1633,Aitona,Carlton,Astún
1634,3234,Klosters,1634,Klosterneuburg,Roses,Kotor
1635,3235,Davos,1635,Navès,Navàs,Lagos
1636,3236,Irkutsk,1636,,,
1637,3237,Tashkent,1637,Tusheti,Ghent,
1638,3238,Bukhara,1638,Barva,Bucharest,Bacharach
1639,3239,Samarkand,1639,Saghmosavan,,
1640,3240,Kutna Hora,1640,Kutna Hora,Quinta Normal,Punta Hermosa
1641,3241,Karlovy Vary,1641,Karlovy Vary,,
1642,3242,Lodz,1642,Lozoya,London,
1643,3243,Esterri de Aneu,1643,Castellar de n'Hug,,
1644,3244,Fagurhólsmýri,1644,,,
1645,3245,Trento,1645,Teno,Toronto,Trevor
1646,3249,Rostov-on-Don,1646,,,
1647,3250,Stepantsminda,1647,Stepantsminda,,
1648,3251,Watamu,1648,,,
1649,3252,Menaggio,1649,Majengo,Bellagio,
1650,3253,Piacenza,1650,Pianacci,Palencia,Siena
1651,3254,Borgomanero,1651,,,
1652,3255,Pisciotta,1652,Pisa,,
1653,3256,Ascea,1653,Ansa,Anglesea,Masca
1654,3257,Palinuro,1654,Palomino,Palermo,Palenque
1655,3258,Lezzeno,1655,,,
1656,3259,Opatija,1656,Oia,,
1657,3260,Piran,1657,Prčanj,Pilani,Siurana
1658,3261,Izola,1658,Paola,Kolka,Ibiza
1659,3262,Portorož,1659,Porto,Porto Ercole,Porto Moniz
1660,3263,Pian di Scò,1660,,,
1661,3264,Atri,1661,Arica,Akrotiri,Attard
1662,3265,Chieti,1662,Tusheti,Chennai,Chaitén
1663,3266,Giulianova,1663,Gili Indah,,
1664,3267,Scanno,1664,Sanok,Sarnen,Sannat
1665,3268,Milazzo,1665,Milos,Milan,Manila
1666,3269,Isil,1666,Giswil,,
1667,3270,Byron Bay,1667,Byron Bay,Bondi Beach,
1668,3271,Wanaka,1668,Wanaka,Panagra,Manyara
1669,3272,Cuneo,1669,Puno,Cailungo,Vouno
1670,3273,Saluzzo,1670,Salou,,
1671,3274,Riviera Nayarit,1671,Riviera Nayarit,Riviera Maya,
1672,3275,Holguín,1672,,,
1673,3276,Guardalavaca,1673,Guardalavaca,Guadalajara,
1674,3277,Boca Chica,1674,,,
1675,3278,Tijuana,1675,Siurana,Tauranga,Ljubljana
1676,3279,Morelia,1676,Morelia,Morella,Melilla
1677,3280,Whistler,1677,Whistler,,
1678,3281,Tampa,1678,Tampa,Trapeza,Tampere
1679,3282,Denver,1679,Dendera,,
1680,3283,Dushanbe,1680,Lausanne,Dunhuang,Dahab
1681,3284,Agerola,1681,Agra,Arona,Aberfoyle
1682,3285,Monteroni di Lecce,1682,,,
1683,3286,Mondovì,1683,London,,
1684,3287,Medan,1684,Mehsana,Medellín,Msida
1685,3288,Bentota,1685,Menton,Bernal,Benijo
1686,3289,Boca de Canasí,1686,,,
1687,3290,Sihanoukville,1687,Grouville,Yountville,Seville
1688,3291,Koh Rong,1688,Ko Chang,,
1689,3292,Ella,1689,Elia,Elvas,Villar
1690,3293,Rasdhoo,1690,Mandhoo,Manadhoo,Magoodhoo
1691,3294,Rarotonga,1691,Datong,Rotorua,Carlton
1692,3295,Koper,1692,Kopačevo,Kotor,
1693,3296,Waddesdon,1693,Madison,,
1694,3297,Chessington,1694,Chinatown,Wellington,Charleston
1695,3298,Chertsey,1695,Chessy,Jerte,
1696,3299,Laugarvatn,1696,Lugano,Luarca,
1697,3300,Ingólfshöfði,1697,,,
1698,3301,Rethymno,1698,Rethymno,,
1699,3302,Pastrana,1699,Santana,Paracas,La Pastora
1700,3303,Brihuega,1700,Braga,Berga,
1701,3304,Nicosia,1701,Victoria,Victoria,Naoshima
1702,3305,Nur-Sultan,1702,,,
1703,3306,Sedona,1703,Siena,Sidon,Verona
1704,3307,Cusiano,1704,Positano,Cusco,Busan
1705,3308,Khiva,1705,Chivay,Kinvara,Khwai
1706,3309,Avranches,1706,Aachen,Manchester,Ardales
1707,3310,Mortain,1707,Mosta,Molarini,Portinatx
1708,3311,Savigny-le-Vieux,1708,,,
1709,3312,Addu,1709,Addu,Aydius,
1710,3313,Nimes,1710,Nome,Nice,Agüimes
1711,3314,Llavorsí,1711,Llanars,Lagos,
1712,3315,Aldea del Rey,1712,Talavera de la Reina,Alcolea del Pinar,
1713,3316,Kralendijk,1713,Qrendi,Kinderdijk,
1714,3317,Calcídica,1714,Alcúdia,,
1715,3318,Diani,1715,Pilani,Dingli,Dana
1716,3319,Finestrat,1716,Sintra,Fustat,Vinuesa
1717,3320,Polop de la Marina,1717,Palos de la Frontera,Pilar de la Mola,Porto de Galinhas
1718,3321,Pianillo,1718,Piandivello,Canillo,Pilani
1719,3322,Cancale,1719,Hanalei,Caniçal,Canazei
1720,3323,Salalah,1720,Saldaña,Saqqarah,Salamanca
1721,3324,Khasab,1721,Lhasa,Kalambo,
1722,3325,Agullent,1722,Aguascalientes,Agramunt,Aguas Calientes
1723,3326,Espot,1723,Espot,,
1724,3327,Chia,1724,Chivay,Chía,Chía
1725,3328,Grindavík,1725,Granada,Granada,Grainau
1726,3329,Vulcano,1726,Volcano,Vouno,Falciano
1727,3330,Äkäslompolo,1727,,,
1728,3331,La Merced,1728,Laredo,Es Mercadal,
1729,3332,Cerro de Pasco,1729,Cerro Negro,,
1730,3334,Amelia,1730,Delika,Morelia,Melilla
1731,3335,Montefalco,1731,Montréal,Montmeló,Mont-ral
1732,3336,Hillsborough,1732,,,
1733,3337,Rodalquilar,1733,Roaguia,Rebollar,
1734,3338,Monzón,1734,Donón,Temozón,Menznau
1735,3339,Frascati,1735,Cascais,Masca,
1736,3340,Killarney,1736,Killarney,Blarney,Villar
1737,3341,La Hermida,1737,La Conreria,La Tejita,La Adrada
1738,3342,Sargentes de la Lora,1738,San Vicente de la Barquera,Sant Carles de la Ràpita,Santiago de la Ribera
1739,3343,Busso,1739,Brussels,Guaso,Cusco
1740,3344,Capo d'Orlando,1740,Orlando,,
1741,3345,Falcone,1741,Calonge,Farellones,Falciano
1742,3346,Ponte de Lima,1742,Punta de Mita,Montejo de Tiermes,Ponte Mellini
1743,3347,Montroy,1743,Montseny,Montréal,Montreux
1744,3348,Yela,1744,Puebla,Huelva,Delika
1745,3349,Casas-Ibáñez,1745,,,
1746,3350,Subirats,1746,,,
1747,3351,Castiglione della Pescaia,1747,Castilleja de la Cuesta,Castelló de la Plana,
1748,3352,Zakopane,1748,Zakopane,,
1749,3353,Hobart,1749,Sort,Hvar,
1750,3354,Sperlonga,1750,Verona,Selong Blanak,Senglea
1751,3355,Castino,1751,El Castillo,Caladino,Cailungo
1752,3356,Andújar,1752,Ankara,Andrín,Amdari
1753,3357,Victoria,1753,Victoria,Victoria,Fiorina
1754,3358,Aosta,1754,Amposta,Mosta,Mostar
1755,3359,Malveira,1755,Vasileia,Valencia,Palencia
1756,3360,Mafra,1756,Marsa,Maras,Mtarfa
1757,3361,Cañamero,1757,Camber,Varadero,
1758,3362,Riveira,1758,Livera,Ribeirinha,Sa Riera
1759,3363,Santa Maria da Feira,1759,Santa Maria de Besora,Santa María de la Alameda,Santiago de la Ribera
1760,3364,Bodø,1760,,,
1761,3365,Kittilä,1761,,,
1762,3366,Turku,1762,Tumbu,Tulum,Toruń
1763,3367,Sirkka,1763,Sintra,Birkirkara,Siurana
1764,3368,Hever,1764,Hvar,Vevey,
1765,3369,Isle of Man,1765,Islets of Granada,Isle of Skye,
1766,3370,Cortona,1766,Coron,Carlton,Porto
1767,3371,Arcos de Valdevez,1767,,,
1768,3372,Piriápolis,1768,,,
1769,3373,Holbox,1769,Holbox,Kolo,
1770,3374,Isla de La Toja,1770,Pilar de la Mola,,
1771,3375,Alta,1771,Altafulla,Gualta,Attard
1772,3376,Tropea,1772,Trapeza,Tonsupa,Toro
1773,3377,Capri,1773,Capri,Cardiff,Calp
1774,3378,Vodice,1774,Vic,Venice,Nice
1775,3379,Monforte d'Alba,1775,,,
1776,3380,Martina Franca,1776,La Franca,Maria Saal,
1777,3381,Tricarico,1777,Villaricos,,
1778,3382,Taranto,1778,Toronto,Trancoso,Tauranga
1779,3383,Vieste,1779,Vis,Eriste,Viñales
1780,3384,Santa María de Leuca,1780,Santa Maria de Besora,Santa María de la Alameda,Santiago de Cuba
1781,3385,Molfetta,1781,Valletta,Recoleta,Mosta
1782,3386,Melfi,1782,Morelia,Melk,Melilla
1783,3387,Maratea,1783,Murata,Keratea,Paradera
1784,3388,Manfredonia,1784,Cardonal,Barcelona,
1785,3389,Gravina in Puglia,1785,,,
1786,3390,Asheville,1786,Asheville,Seville,
1787,3391,Galatina,1787,Gualta,Grainau,Caladino
1788,3392,Gallipoli,1788,Valladolid,Valladolid,
1789,3393,Lublin,1789,Dublin,Ljubljana,Eurobin
1790,3394,Saumur,1790,Sumpu,Hamburg,
1791,3395,Árskógssandi,1791,,,
1792,3396,Edam,1792,Edam,Encamp,
1793,3397,Marsala,1793,Marsa,Marsaskala,Marsa Alam
1794,3398,Castel del Monte,1794,Castejón del Puente,Castellar del Riu,Castellar de n'Hug
1795,3399,Favignana,1795,Havana,Santana,Saignon
1796,3400,Serra San Quirico,1796,,,
1797,3401,Aldeadávila de la Ribera,1797,Santiago de la Ribera,Castellar de la Ribera,Zahara de la Sierra
1798,3402,Pietranico,1798,Positano,Pieta,Petermann
1799,3403,Casalbordino,1799,Caladino,Celorio,Castelsardo
1800,3404,Ortona,1800,Arona,Verona,Girona
1801,3405,Hospitalet de Llobregat,1801,L'Hospitalet de Llobregat,Sant Climent de Llobregat,El Prat de Llobregat
1802,3406,Badalona,1802,Badalona,Baiona,Barcelona
1803,3407,Tarrasa,1803,Tarragona,Tauranga,Narra
1804,3408,Sabadell,1804,Marbella,,
1805,3409,Móstoles,1805,,,
1806,3410,Fuenlabrada,1806,Fuensanta,,
1807,3411,Leganés,1807,Leganés,Lesignano,Lembongan
1808,3412,Getafe,1808,Fafe,,
1809,3413,Alcorcón,1809,Alcover,,
1810,3414,Dos Hermanas,1810,Dos Hermanas,Hermanus,
1811,3415,Torrejón de Ardoz,1811,Torrejón de Ardoz,Torrejón el Rubio,Torre del Ram
1812,3416,Parla,1812,Paola,Palma,Pal
1813,3417,Mataró,1813,Mataró,Murata,Mtarfa
1814,3418,Santa Coloma de Gramenet,1814,Santa Coloma de Farners,Santa Coloma,Sant Climent de Llobregat
1815,3419,Algeciras,1815,Almendras,Agirda,Alcúdia
1816,3420,Baracaldo,1816,Baracoa,Barranco,Barcelona
1817,3421,Quintanilla del Agua,1817,Quintanilla del Agua,Salto de Agua,
1818,3422,Tordesillas,1818,Morella,Fornells,Comillas
1819,3423,Homer,1819,Rome,Nome,Hoorn
1820,3424,Mazaricos,1820,Villaricos,Manzanillo,Maastricht
1821,3425,Ceský Krumlov,1821,Český Krumlov,,
1822,3426,Rosario de la Frontera,1822,Palos de la Frontera,Arcos de la Frontera,Vejer de la Frontera
1823,3427,Castro,1823,Castropol,Castelsardo,Castel
1824,3428,Castellammare di Stabia,1824,Castellammare del Golfo,Castellar de la Ribera,Castellar del Riu
1825,3429,Lettere,1825,,,
1826,3430,Pimonte,1826,Pimentel,Sirmione,Pingwe
1827,3431,Vico Equense,1827,,,
1828,3432,Gragnano,1828,Artagnan,Domagnano,Granada
1829,3433,Sani,1829,Svaneti,Shanghai,Santiago
1830,3434,Pefkochori,1830,,,
1831,3435,Berat,1831,Berga,Perast,Bernal
1832,3436,Sabana de la Mar,1832,Cabezón de la Sal,Balcón del Mar,Santiago de la Ribera
1833,3437,Olivenza,1833,La Oliva,Siena,
1834,3438,Felmín,1834,,,
1835,3439,Villamanín,1835,Villar,,
1836,3440,Alba,1836,Albi,Aqaba,Bilbao
1837,3441,Racconigi,1837,,,
1838,3442,Nichelino,1838,Nice,,
1839,3443,Baní,1839,Busan,Blanes,Banjul
1840,3444,Bahía de las Águilas,1840,Playa de las Américas,Zahara de la Sierra,Río de los Chilares
1841,3445,Cubillo,1841,Cudillero,Canillo,Trujillo
1842,3446,Buin,1842,Buhi,Busan,Barumini
1843,3447,Torri del Benaco,1843,Torre del Ram,Torres del Paine,
1844,3448,Puerto de la Selva,1844,El Port de la Selva,Puerto de la Cruz,Puerto Plata
1845,3449,Begur,1845,Begur,Begues,Bern
1846,3450,Tamariu,1846,Tamarit,Kamari,Tartu
1847,3451,Palafrugell,1847,Palafrugell,Calella de Palafrugell,Cala Morell
1848,3452,Palamós,1848,Palamós,Pals,Paola
1849,3453,Banyoles,1849,Banyoles,Blanes,Bagnes
1850,3454,Empuriabrava,1850,Empuriabrava,,
1851,3455,Sant Pere Pescador,1851,Sant Pere Pescador,St. Peter Port,Santa Maria de Besora
1852,3456,Sant Martí d'Empúries,1852,Sant Martí d'Empúries,Castelló d'Empúries,
1853,3457,La Escala,1853,Les Escaldes,Las Cascadas,Escaladei
1854,3458,Torroella de Montgrí,1854,Torroella de Montgrí,Monistrol de Montserrat,
1855,3459,Loreto Aprutino,1855,,,
1856,3460,Pineto,1856,Princetown,Pieta,Pingwe
1857,3461,Ancud,1857,Ancud,,
1858,3462,Chonchi,1858,Sochi,Chocohuital,Chamonix
1859,3463,Dalcahue,1859,Hualaihue,Elche,
1860,3464,Coslada,1860,Nosara,Colmar,The Coloradas
1861,3465,Las Rozas de Madrid,1861,Las Casas de Alcanar,San José de Maipo,Los Caños de Meca
1862,3466,Orihuela,1862,,,
1863,3467,Talavera de la Reina,1863,Talavera de la Reina,Zahara de la Sierra,Valle de la Luna
1864,3468,Cornellá de Llobregat,1864,Cornellà de Llobregat,Sant Feliu de Llobregat,El Prat de Llobregat
1865,3469,San Cugat del Vallés,1865,Sant Cugat del Vallès,Santa Cruz del Valle,La Roca del Vallès
1866,3470,Pozuelo de Alarcón,1866,Puerto de la Cruz,,
1867,3471,El Ejido,1867,El Nido,El Nicho,El Cairo
1868,3472,Sant Boi de Llobregat,1868,Sant Boi de Llobregat,Sant Feliu de Llobregat,Sant Climent de Llobregat
1869,3473,San Sebastián de los Reyes,1869,San Martin de los Andes,San Sebastián - Donostia,
1870,3474,Torrent,1870,Toronto,Loreto,Forest
1871,3475,Rivas-Vaciamadrid,1871,,,
1872,3476,Ciudad Real,1872,Ciudad Perdida,Ciutadella,Ciudad Juarez
1873,3477,Rubí,1873,,,
1874,3478,Alcalá de Guadaíra,1874,,,
1875,3479,Valdemoro,1875,Varadero,Valdevaqueros,Valdragone
1876,3480,Majadahonda,1876,Manadhoo,Badalona,
1877,3481,Molina de Segura,1877,Mirador de la Sierra,Colmenar de Oreja,
1878,3482,Paterna,1878,Paradera,Palencia,Watertown
1879,3483,Villanueva y Geltrú,1879,Vilanova i la Geltrú,Villanueva de la Cañada,
1880,3484,Viladecans,1880,Viladellops,Villaricos,
1881,3485,La Línea de la Concepción,1881,,,
1882,3486,El Prat de Llobregat,1882,El Prat de Llobregat,Sant Boi de Llobregat,Sant Feliu de Llobregat
1883,3487,Collado Villalba,1883,,,
1884,3488,Irún,1884,,,
1885,3489,Alcoy,1885,Alcover,,
1886,3490,Granollers,1886,Gallegos,Gallarus,Banyoles
1887,3491,Cerdanyola del Vallès,1887,La Roca del Vallès,Mollet del Vallès,Sant Cugat del Vallès
1888,3492,Arganda del Rey,1888,,,
1889,3493,San Vicente del Raspeig,1889,San Vicente de la Barquera,San Vicente La Mesilla,
1890,3494,Elda,1890,Elia,Edam,Elvas
1891,3495,Mollet del Vallés,1891,Mollet del Vallès,La Roca del Vallès,Teotitlán del Valle
1892,3496,Siero,1892,Sion,Gierłoż,Sirmione
1893,3497,Puertollano,1893,Puerto Plata,Puerto Williams,Puerto Villamil
1894,3498,Utrera,1894,Utrecht,Pedrera,Urda
1895,3499,Villarreal,1895,Villar,Killarney,Villaricos
1896,3500,Algiers,1896,Agüimes,Almendras,Agirda
1897,3501,Vila Pouca de Aguiar,1897,Vila Nova de Gaia,Vilanova de Sau,Vila Nova de Cacela
1898,3502,Predaia,1898,Pereira,Pedreira,Qrendi
1899,3503,Verín,1899,Verona,Bern,Verul
1900,3504,La Vecilla,1900,La Villa,La Vega,La Puntilla
1901,3505,Caldas de Luna,1901,Valle de la Luna,Casbas de Huesca,Cangas de Onís
1902,3506,Senra,1902,Siena,Sintra,Senglea
1903,3507,Boadilla del Monte,1903,Torroella de Montgrí,Buenavista del Norte,
1904,3508,Pinto,1904,Puno,Princetown,Pingyao
1905,3509,Espluges de Llobregat,1905,L'Hospitalet de Llobregat,El Prat de Llobregat,Cornellà de Llobregat
1906,3510,Gavá,1906,Gabás,,
1907,3511,Colmenar Viejo,1907,Colmenar de Oreja,Puerto Viejo,Colmar
1908,3512,Alcira,1908,Alcúdia,Almora,Alcalá
1909,3513,Mislata,1909,Mosta,Milan,Málaga
1910,3514,Sant Feliú de Llobregat,1910,Sant Feliu de Llobregat,Sant Boi de Llobregat,Sant Climent de Llobregat
1911,3515,Langreo,1911,Laredo,Lagos,Lagoa
1912,3516,Mairena del Aljarafe,1912,Mairena del Aljarafe,Mairena del Alcor,Mar del Plata
1913,3517,Mieres,1913,Mijares,Liencres,Figueres
1914,3518,Basauri,1914,Bari,Bisharri,Manapouri
1915,3519,Alcantarilla,1915,Islantilla,Altafulla,Granadilla
1916,3520,San Fernando de Henares,1916,,,
1917,3521,Puerto Real,1917,Puerto Guadal,Puerto Galera,Puerto Natales
1918,3522,Arraial d'Ajuda,1918,Arraial do Cabo,,
1919,3523,Trancoso,1919,Trancoso,Barranco,
1920,3524,Tres Cantos,1920,Trancoso,Los Cabos,
1921,3525,Porto Seguro,1921,Porto Ercole,Porto Moniz,
1922,3526,Vich,1922,Vic,Zürich,Venice
1923,3527,La Teste-de-Buch,1923,,,
1924,3528,Perpignan,1924,Perpignan,Lesignano,Perissa
1925,3529,Saint-Pierre-d'Oléron,1925,,,
1926,3530,Panticosa,1926,Pavilosta,Santoña,Pisa
1927,3531,Torla-Ordesa,1927,Torla-Ordesa,Tomares,
1928,3532,Arties,1928,Arbúcies,Athens,Motides
1929,3533,Viella,1929,Villar,La Villa,Xixerella
1930,3534,Taüll,1930,Tallinn,Halle,
1931,3535,Bagergue,1931,Bagergue,Berge,Bierge
1932,3536,Prullans,1932,Peroulades,Orléans,
1933,3537,Rentería,1933,Dendera,Aventura,
1934,3538,Torre del Greco,1934,Torre del Ram,Torres del Paine,Torrejón de Ardoz
1935,3539,Torre Annunziata,1935,,,
1936,3540,Narón,1936,Nara,Níjar,Ngari
1937,3541,Igualada,1937,Igualada,Nalladai,
1938,3542,Tomelloso,1938,Tourlos,Tomares,Templos
1939,3543,Villafranca del Panadés,1939,Vilafranca de Bonany,Villarreal de San Carlos,Villanueva de la Cañada
1940,3544,Miranda de Ebro,1940,Mairena del Alcor,,
1941,3545,Burjasot,1941,Budapest,Guaso,Broto
1942,3546,Los Palacios y Villafranca,1942,,,
1943,3547,La Rinconada,1943,La Roda,La Romana,La Lanzada
1944,3548,Alhaurín de la Torre,1944,Alhaurín de la Torre,Zahara de la Sierra,Pilar de la Mola
1945,3549,Ripollet,1945,Recoleta,Lille,
1946,3550,Onteniente,1946,,,
1947,3551,Don Benito,1947,Benijo,,
1948,3552,El Vendrell,1948,Els Muntells,,
1949,3553,Burriana,1949,Yuriria,Siurana,Tauranga
1950,3554,Alcocéber,1950,Alcover,,
1951,3555,Azuqueca de Henares,1951,,,
1952,3556,Villena,1952,Villar,Vienna,Villeneuve
1953,3557,Petrer,1953,Pereira,Pedrera,Pedreira
1954,3558,Almendralejo,1954,Almendras,Alexandria,Glendalough
1955,3559,Yecla,1955,Recoleta,Yucay,
1956,3560,Oleiros,1956,Aveiro,,
1957,3561,Torre-Pacheco,1957,Torraccia,,
1958,3562,Olot,1958,Olot,Oslo,Vlotho
1959,3563,San Juan Despí,1959,San Juan del Sur,Sant Just Desvern,Saint Julian's
1960,3564,Vall de Uxó,1960,,,
1961,3565,Barberá del Vallés,1961,Cabezuela del Valle,Mollet del Vallès,La Roca del Vallès
1962,3566,Alcázar de San Juan,1962,Horta de Sant Joan,,
1963,3567,Camargo,1963,Combarro,Camprodon,Cambridge
1964,3568,Carballo,1964,Carlton,Canillo,Cabezabellosa
1965,3569,Hellín,1965,Medellín,,
1966,3570,Valdepeñas,1966,Saldes,Valdevaqueros,Valparaíso
1967,3571,Manises,1967,Manizales,Meknes,Manila
1968,3572,Aldaya,1968,Saldaña,Alcúdia,
1969,3573,Arteijo,1969,Benijo,Aveiro,Agrelo
1970,3574,Lejona,1970,Verona,Lembongan,Lecina
1971,3575,Totana,1971,Fontana,Tonala,Tecoanapa
1972,3576,San Roque,1972,Sant Josep,San Miguel,Los Roques
1973,3577,Alacuás,1973,Glarus,Alcalá,Aarhus
1974,3578,Redondela,1974,Ronda,Dendera,
1975,3579,Coria del Río,1975,Torre del Ram,,
1976,3580,Culleredo,1976,Cudillero,,
1977,3581,Ames,1977,Agüimes,Almendras,Athens
1978,3582,San Pedro de Ribas,1978,San Pedro de la Paz,Santiago de la Ribera,
1979,3583,Galdácano,1979,Falciano,Volcano,
1980,3584,Rota,1980,Rotorua,Rovereta,Ronda
1981,3585,Sestao,1981,Faetano,,
1982,3586,Vinaroz,1982,Villar,Vienna,
1983,3587,Durango,1983,Tauranga,Dunhuang,Lugano
1984,3590,Morón de la Frontera,1984,Vejer de la Frontera,Palos de la Frontera,Arcos de la Frontera
1985,3591,Algemesí,1985,Agüimes,,
1986,3592,Oliva,1986,La Oliva,Oia,Elia
