,destinationId,civitatis_name,final_name,english_name,city_id
1297,2868,Albi,Albi,Albi,914.0
1303,2874,Huraa,Huraa,Huraa,437.0
1310,2882,Kilkenny,Kilkenny,Kilkenny,1318.0
1313,2885,Dhiffushi,Dhiffushi,Dhiffushi,435.0
1320,2892,Quetzaltenango,Quezaltenango,Quezaltenango,337.0
1332,2904,Puerto Galera,Puerto Galera,Puerto Galera,600014.0
1349,2921,Sirmione,Sirmione,Sirmione,900.0
1351,2923,Jarabacoa,Jarabacoa,Jarabacoa,300021.0
1352,2924,Ostuni,Ostuni,Ostuni,1200351.0
1362,2934,Korčula,Korčula,Korčula,100007.0
1368,2940,Amarante,Amarante,Amarante,100072.0
1370,2942,Mazatlán,Mazatlán,Mazatlán,831.0
1378,2950,Castellón de la Plana,Castelló de la Plana,Castelló de la Plana,574.0
1380,2952,Sesimbra,Sesimbra,Sesimbra,1275.0
1399,2971,Somo,Somo,Somo,1200720.0
1400,2972,Benicassim,Benicàssim,Benicàssim,557.0
1406,2978,Sagres,Sagres,Sagres,100079.0
1407,2979,Aínsa,Aínsa,Aínsa,12.0
1427,2999,Lagoa,Lagoa,Lagoa,1200725.0
1431,3004,Guadalajara,Guadalajara,Guadalajara,100140.0
1434,3008,São Jorge,São Jorge,São Jorge,1200093.0
1439,3013,Koblenz,Koblenz,Koblenz,230.0
1442,3016,Ribadelago Nuevo,Ribadelago Nuevo,Ribadelago Nuevo,1373.0
1448,3022,Dijon,Dijon,Dijon,910.0
1451,3025,Besalú,Besalú,Besalú,623.0
1453,3027,Figueras,Figueres,Figueres,1200234.0
1464,3038,Salento,Salento,Salento,1255.0
1474,3048,Villa La Angostura,Villa La Angostura,Villa La Angostura,1200228.0
1484,3058,Combarro,Combarro,Combarro,1200726.0
1490,3064,San Luis,San Luis,San Luis,854.0
1500,3074,Celorio,Celorio,Celorio,1015.0
1501,3075,Playa de Aro,Platja d'Aro,Platja d'Aro,1000.0
1505,3079,Castelldefels,Castelldefels,Castelldefels,1200051.0
1513,3088,Níjar,Níjar,Níjar,289.0
1523,3098,Nigrán,Nigrán,Nigrán,1010.0
1526,3101,Cudillero,Cudillero,Cudillero,1200256.0
1527,3102,Lastres,Lastres,Lastres,1393.0
1528,3103,Luarca,Luarca,Luarca,1200567.0
1533,3110,Covarrubias,Covarrubias,Covarrubias,1200250.0
1536,3113,Zahara de la Sierra,Zahara de la Sierra,Zahara de la Sierra,625.0
1541,3120,Morella,Morella,Morella,613.0
1546,3125,Beget,Beget,Beget,1200405.0
1547,3126,Pals,Pals,Pals,1200262.0
1555,3134,Alquézar,Alquézar,Alquézar,1200342.0
1571,3150,El Burgo de Osma,Burgo de Osma,Burgo de Osma,1200666.0
1578,3157,Puebla de Sanabria,Puebla de Sanabria,Puebla de Sanabria,1200718.0
1579,3158,Miravet,Miravet,Miravet,300080.0
1590,3169,Daimiel,Daimiel,Daimiel,608.0
1619,3201,El Palmar de Vejer,El Palmar de Vejer,El Palmar de Vejer,555.0
1621,3203,Palomino,Palomino,Palomino,1253.0
1635,3217,Mar del Plata,Mar del Plata,Mar del Plata,100122.0
1637,3219,Maafushi,Maafushi,Maafushi,60153.0
1642,3224,Santander,Santander,Santander,20.0
1657,3240,Kutna Hora,Kutna Hora,Kutna Hora,100057.0
1658,3241,Karlovy Vary,Karlovy Vary,Karlovy Vary,100056.0
1664,3250,Stepantsminda,Stepantsminda,Stepantsminda,1233.0
1684,3270,Byron Bay,Byron Bay,Byron Bay,1200002.0
1685,3271,Wanaka,Wanaka,Wanaka,700.0
1688,3274,Riviera Nayarit,Riviera Nayarit,Riviera Nayarit,1109.0
1690,3276,Guardalavaca,Guardalavaca,Guardalavaca,300025.0
1693,3279,Morelia,Morelia,Morelia,100143.0
1694,3280,Whistler,Whistler,Whistler,1200230.0
1695,3281,Tampa,Tampa,Tampa,1200024.0
1715,3301,Rethymno,Rethymno,Rethymno,783.0
1726,3312,Addu,Addu,Addu,60154.0
1740,3326,Espot,Espot,Espot,1200054.0
1753,3340,Killarney,Killarney,Killarney,1310.0
1765,3352,Zakopane,Zakopane,Zakopane,1028.0
1770,3357,Victoria,Victoria,Victoria,135.0
1771,3357,Victoria,Victoria,Victoria,1200038.0
1787,3373,Holbox,Holbox,Holbox,832.0
1791,3377,Capri,Capri,Capri,100049.0
1804,3390,Asheville,Asheville,Asheville,100111.0
1810,3396,Edam,Edam,Edam,100032.0
1819,3405,Hospitalet de Llobregat,L'Hospitalet de Llobregat,L'Hospitalet de Llobregat,1200687.0
1820,3406,Badalona,Badalona,Badalona,564.0
1825,3411,Leganés,Leganés,Leganés,1200622.0
1828,3414,Dos Hermanas,Dos Hermanas,Dos Hermanas,100152.0
1829,3415,Torrejón de Ardoz,Torrejón de Ardoz,Torrejón de Ardoz,1200215.0
1831,3417,Mataró,Mataró,Mataró,996.0
1835,3421,Quintanilla del Agua,Quintanilla del Agua,Quintanilla del Agua,1200249.0
1839,3425,Ceský Krumlov,Český Krumlov,Český Krumlov,100055.0
1862,3448,Puerto de la Selva,El Port de la Selva,El Port de la Selva,558.0
1863,3449,Begur,Begur,Begur,300087.0
1865,3451,Palafrugell,Palafrugell,Palafrugell,1240.0
1866,3452,Palamós,Palamós,Palamós,640.0
1867,3453,Banyoles,Banyoles,Banyoles,1012.0
1868,3454,Empuriabrava,Empuriabrava,Empuriabrava,1147.0
1869,3455,Sant Pere Pescador,Sant Pere Pescador,Sant Pere Pescador,1200694.0
1870,3456,Sant Martí d'Empúries,Sant Martí d'Empúries,Sant Martí d'Empúries,1200741.0
1872,3458,Torroella de Montgrí,Torroella de Montgrí,Torroella de Montgrí,1200488.0
1875,3461,Ancud,Ancud,Ancud,1200649.0
1881,3467,Talavera de la Reina,Talavera de la Reina,Talavera de la Reina,1200048.0
1882,3468,Cornellá de Llobregat,Cornellà de Llobregat,Cornellà de Llobregat,300036.0
1883,3469,San Cugat del Vallés,Sant Cugat del Vallès,Sant Cugat del Vallès,1200121.0
1886,3472,Sant Boi de Llobregat,Sant Boi de Llobregat,Sant Boi de Llobregat,300051.0
1897,3483,Villanueva y Geltrú,Vilanova i la Geltrú,Vilanova i la Geltrú,1200007.0
1900,3486,El Prat de Llobregat,El Prat de Llobregat,El Prat de Llobregat,1200283.0
1909,3495,Mollet del Vallés,Mollet del Vallès,Mollet del Vallès,1200210.0
1923,3509,Espluges de Llobregat,Esplugues de Llobregat,Esplugues de Llobregat,1200755.0
1928,3514,Sant Feliú de Llobregat,Sant Feliu de Llobregat,Sant Feliu de Llobregat,1200626.0
1930,3516,Mairena del Aljarafe,Mairena del Aljarafe,Mairena del Aljarafe,100104.0
1937,3523,Trancoso,Trancoso,Trancoso,1244.0
1942,3528,Perpignan,Perpignan,Perpignan,1200173.0
1945,3531,Torla-Ordesa,Torla-Ordesa,Torla-Ordesa,592.0
1949,3535,Bagergue,Bagergue,Bagergue,617.0
1955,3541,Igualada,Igualada,Igualada,569.0
1962,3548,Alhaurín de la Torre,Alhaurín de la Torre,Alhaurín de la Torre,575.0
1976,3562,Olot,Olot,Olot,1200530.0
2005,3593,Premiá de Mar,Premià de Mar,Premià de Mar,1017.0
2012,3600,Lepe,Lepe,Lepe,1404.0
2049,3638,Tampere,Tampere,Tampere,50.0
2054,3644,Perito Moreno,Perito Moreno Glacier,Perito Moreno Glacier,1062.0
2067,3657,Frutillar,Frutillar,Frutillar,685.0
2068,3658,Iquique,Iquique,Iquique,671.0
2069,3659,Copiapó,Copiapó,Copiapó,1200021.0
2070,3660,Coyhaique,Coyhaique,Coyhaique,1200391.0
2074,3664,Olkhon Island,Olkhon Island,Olkhon Island,1149.0
2090,3680,Queralbs,Queralbs,Queralbs,1200207.0
2091,3681,Novosibirsk,Novosibirsk,Novosibirsk,100092.0
2097,3687,Rebollar,Rebollar,Rebollar,1136.0
2101,3691,Cabezuela del Valle,Cabezuela del Valle,Cabezuela del Valle,1200239.0
2103,3693,S'Agaró,S'Agaró,S'Agaró,1004.0
2106,3696,San Pedro Tlaquepaque,San Pedro Tlaquepaque,San Pedro Tlaquepaque,1200540.0
2107,3697,Vinuesa,Vinuesa,Vinuesa,601.0
2109,3699,Astún,Astún,Astún,1200261.0
2111,3701,Canillo,Canillo,Canillo,1200277.0
2112,3702,Encamp,Encamp,Encamp,918.0
2113,3703,Ordino,Ordino,Ordino,100052.0
2114,3704,La Massana,La Massana,La Massana,921.0
2115,3705,Andorra la Vella,Andorra la Vella,Andorra la Vella,100051.0
2116,3706,San Julià de Loria,Sant Julià de Lòria,Sant Julià de Lòria,1096.0
2118,3708,Ullastret,Ullastret,Ullastret,1398.0
2154,3745,Porto de Galinhas,Porto de Galinhas,Porto de Galinhas,1118.0
2157,3748,Jyväskylä,Jyväskylä,Jyväskylä,1200477.0
2163,3754,Boltaña,Boltaña,Boltaña,549.0
2167,3758,San Carlos de la Rápita,Sant Carles de la Ràpita,Sant Carles de la Ràpita,1008.0
2174,3765,Gustavia,Gustavia,Gustavia,287.0
2183,3774,Arenas de San Pedro,Arenas de San Pedro,Arenas de San Pedro,594.0
2192,3783,Cercedilla,Cercedilla,Cercedilla,1269.0
2202,3793,Delphi,Delphi,Delphi,100062.0
2206,3797,Torres del Paine,Torres del Paine,Torres del Paine,1200395.0
2209,3800,La Vega,La Vega,La Vega,1200748.0
2210,3801,Comitán de Domínguez,Comitán de Domínguez,Comitán de Domínguez,875.0
2213,3804,Escaladei,Escaladei,Escaladei,506.0
2223,3814,Grindelwald ,Grindelwald,Grindelwald,300031.0
2224,3815,Santo Domingo de Silos,Santo Domingo de Silos,Santo Domingo de Silos,1200251.0
2230,3821,Trinidad,Trinidad,Trinidad,300024.0
2240,3831,Mompox,Mompox,Mompox,100129.0
2255,3846,Bern,Bern,Bern,100035.0
2261,3852,Antofagasta ,Antofagasta,Antofagasta,684.0
2278,3869,Barbastro,Barbastro,Barbastro,1331.0
2281,3872,Futaleufú,Futaleufú,Futaleufú,1200380.0
2282,3873,Arica,Arica,Arica,672.0
2292,3883,Figueira da Foz,Figueira da Foz,Figueira da Foz,1200266.0
2295,3886,Aguascalientes ,Aguascalientes,Aguascalientes,881.0
2302,3893,Ras al-Khaimah,Ras al-Jaima,Ras al-Jaima,1197.0
2307,3898,Kiruna,Kiruna,Kiruna,980.0
2309,3900,Vila Real de Santo António,Vila Real de Santo António,Vila Real de Santo António,1200723.0
2319,3910,Valdivia,Valdivia,Valdivia,1200365.0
2320,3911,Porto Santo Stefano,Porto Santo Stefano,Porto Santo Stefano,1200690.0
2324,3915,Saint Andrews,St. Andrew,St. Andrew,202.0
2351,3942,Pirque,Pirque,Pirque,1200376.0
2354,3945,Colunga,Colunga,Colunga,1392.0
2359,3950,San Agustín,San Agustín,San Agustín,1200557.0
2362,3953,Ilhabela,Ilhabela,Ilhabela,972.0
2372,3963,Montreux,Montreux,Montreux,100149.0
2380,3971,Basel,Basel,Basel,300042.0
2399,3990,Klosterneuburg,Klosterneuburg,Klosterneuburg,1088.0
2405,3996,Piedralaves,Piedralaves,Piedralaves,629.0
2408,3999,Otavalo ,Otavalo,Otavalo,666.0
2416,4007,Seyðisfjörður,Seyðisfjörður,Seyðisfjörður,100002.0
2433,4024,Vevey ,Vevey,Vevey,1200634.0
2434,4025,Malang,Malang,Malang,1200656.0
2444,4035,Puerto Tranquilo,Puerto Río Tranquilo,Puerto Río Tranquilo,1200390.0
2446,4037,Fribourg,Fribourg,Fribourg,300050.0
2458,4049,Toluca,Toluca de Lerdo,Toluca de Lerdo,873.0
2468,4059,Chile Chico,Chile Chico,Chile Chico,1200479.0
2469,4060,Puerto Williams,Puerto Williams,Puerto Williams,682.0
2489,4080,Chetumal ,Chetumal,Chetumal,1200077.0
2500,4091,Punta Hermosa,Punta Hermosa,Punta Hermosa,1200616.0
2504,4095,Salt Lake City,Salt Lake City,Salt Lake City,1200103.0
2510,4101,Charleston ,Charleston,Charleston,937.0
2518,4109,Santa Cruz,Santa Cruz,Santa Cruz,279.0
2522,4113,Binibeca,Binibeca,Binibeca,600.0
2524,4115,Cala en Porter,Cala en Porter,Cala en Porter,598.0
2525,4116,Cala Galdana,Cala Galdana,Cala Galdana,1142.0
2527,4118,Ciudadela,Ciutadella,Ciutadella,300078.0
2529,4120,Es Mercadal,Es Mercadal,Es Mercadal,633.0
2530,4121,Ferrerías,Ferreries,Ferreries,1018.0
2531,4122,Fornells,Fornells,Fornells,1167.0
2532,4123,Mahón,Maó,Maó,513.0
2549,4140,San Ġwann,San Ġwann,San Ġwann,97.0
2551,4142,Castellammare del Golfo,Castellammare del Golfo,Castellammare del Golfo,897.0
2567,4159,Portinatx,Portinatx,Portinatx,1221.0
2571,4163,San Jorge de ses Salines,Sant Jordi de ses Salines,Sant Jordi de ses Salines,767.0
2573,4165,Ibiza Town,Ibiza City,Ibiza City,1200110.0
2575,4167,Alcudia,Alcúdia,Alcúdia,509.0
2577,4169,Sóller,Sóller,Sóller,1200474.0
2582,4174,Santa Ponsa,Santa Ponsa,Santa Ponsa,1200416.0
2589,4181,San Agustín,San Agustín,San Agustín,1200557.0
2607,4199,Los Angeles,Los Angeles,Los Angeles,300002.0
2614,4206,Vers-Pont-du-Gard,Vers-Pont-du-Gard,Vers-Pont-du-Gard,1023.0
2615,4207,Hyères ,Hyères,Hyères,1200136.0
2616,4208,Sliema,Sliema,Sliema,99.0
2619,4211,San Julián,Saint Julian,Saint Julian,96.0
2620,4212,Gżira,Gżira,Gżira,90.0
2623,4215,Ta' Xbiex,Ta' Xbiex,Ta' Xbiex,101.0
2626,4218,Playa del Carmen,Playa del Carmen,Playa del Carmen,836.0
2628,4220,Puerto Aventuras,Puerto Aventuras,Puerto Aventuras,847.0
2629,4221,Akumal,Akumal,Akumal,845.0
2630,4222,Tulum,Tulum,Tulum,100138.0
2632,4224,Rosarito,Rosarito,Rosarito,1200151.0
2635,4227,Costa Adeje,Costa Adeje,Costa Adeje,1200144.0
2636,4228,Puerto de la Cruz,Puerto de la Cruz,Puerto de la Cruz,745.0
2637,4229,Las Cañadas del Teide ,Las Cañadas del Teide,Las Cañadas del Teide,643.0
2638,4230,Los Cristianos,Los Cristianos,Los Cristianos,1200143.0
2640,4232,Buenavista del Norte,Buenavista del Norte,Buenavista del Norte,751.0
2643,4235,Garachico,Garachico,Garachico,740.0
2644,4236,Icod de los Vinos,Icod de los Vinos,Icod de los Vinos,741.0
2645,4237,La Orotava,La Orotava,La Orotava,746.0
2647,4239,San Andrés,San Andrés,San Andrés,1200025.0
2648,4240,Santa Cruz de Tenerife,Santa Cruz de Tenerife,Santa Cruz de Tenerife,754.0
2650,4242,Candelaria,Candelaria,Candelaria,753.0
2655,4247,Playa de las Américas,Playa de las Américas,Playa de las Américas,1200444.0
2657,4249,Adeje,Adeje,Adeje,993.0
2658,4250,Santiago del Teide,Santiago del Teide,Santiago del Teide,750.0
2661,4253,Arona,Arona,Arona,742.0
2668,4260,Banjul ,Banjul,Banjul,1336.0
2670,4262,Los Gigantes,Los Gigantes,Los Gigantes,1200145.0
2674,4266,Agaete,Agaete,Agaete,591.0
2675,4267,Las Palmas de Gran Canaria,Las Palmas de Gran Canaria,Las Palmas de Gran Canaria,300079.0
2677,4269,Tejeda,Tejeda,Tejeda,551.0
2678,4270,Agüimes,Agüimes,Agüimes,1414.0
2679,4271,Maspalomas,Maspalomas,Maspalomas,533.0
2680,4272,Mogán,Mogán,Mogán,1400.0
2695,4287,Hornopiren ,Hornopirén,Hornopirén,1200381.0
2713,4305,Ölüdeniz,Ölüdeniz,Ölüdeniz,1200713.0
2718,4310,Belo Horizonte,Belo Horizonte,Belo Horizonte,100115.0
2732,4324,Playa Blanca,Playa Blanca,Playa Blanca,1200263.0
2738,4330,Yaiza,Yaiza,Yaiza,585.0
2745,4337,Santa Cruz de La Palma,Santa Cruz de la Palma,Santa Cruz de la Palma,997.0
2749,4341,El Paso,El Paso,El Paso,637.0
2750,4341,El Paso,El Paso,El Paso,748.0
2768,4359,Kaunas ,Kaunas,Kaunas,45.0
2805,4396,Río Negro,Río Negro,Río Negro,689.0
2811,4402,Maipú ,Maipú,Maipú,1200301.0
2827,4418,Page,Page,Page,939.0
2852,4443,Mellieħa,Mellieħa,Mellieħa,138.0
2864,4456,Ponta Delgada,Ponta Delgada,Ponta Delgada,304.0
2877,4470,Ribes de Freser,Ribes de Freser,Ribes de Freser,631.0
2882,4475,Ceglie Messapica,Ceglie Messapica,Ceglie Messapica,1200394.0
2885,4478,San Marino,San Marino City,San Marino City,241.0
2887,4480,Ponta do Sol,Ponta do Sol,Ponta do Sol,974.0
2888,4481,Santa Cruz,Santa Cruz,Santa Cruz,279.0
2890,4483,Machico,Machico,Machico,1200092.0
2891,4484,Santana,Santana,Santana,976.0
2892,4485,Caniçal,Caniçal,Caniçal,973.0
2894,4487,São Vicente,São Vicente,São Vicente,1200088.0
2895,4488,Porto da Cruz,Porto da Cruz,Porto da Cruz,1200095.0
2901,4494,Curitiba ,Curitiba,Curitiba,1200356.0
2905,4498,Barú ,Barú,Barú,1200023.0
2908,4501,Poblenou del Delta,Poblenou del Delta,Poblenou del Delta,1296.0
2910,4503,Enna,Enna,Enna,1200275.0
2925,4518,Pamukkale,Pamukkale,Pamukkale,600010.0
2932,4525,Damajagua ,Damajagua,Damajagua,1194.0
2935,4528,Palm Springs,Palm Springs,Palm Springs,1200442.0
2937,4530,Plettenberg Bay,Plettenberg Bay,Plettenberg Bay,503.0
2940,4533,Granadilla,Granadilla,Granadilla,743.0
2947,4540,Pollensa ,Pollença,Pollença,1250.0
2978,4571,Ollantaytambo,Ollantaytambo,Ollantaytambo,1200271.0
2979,4572,Yucay,Yucay,Yucay,814.0
2984,4577,Arraial do Cabo,Arraial do Cabo,Arraial do Cabo,1200743.0
2989,4582,Pasajes,Pasajes,Pasajes,609.0
2998,4591,Ihéus,Ilhéus,Ilhéus,300053.0
3007,4600,Isla Mujeres,Isla Mujeres,Isla Mujeres,300009.0
3009,4602,São Sebastião,São Sebastião,São Sebastião,1334.0
3019,4612,Waimanalo,Waimanalo,Waimanalo,732.0
3029,4622,Wadi Rum,Wadi Rum Village,Wadi Rum Village,300014.0
3038,4631,Veytaux,Veytaux,Veytaux,300041.0
3055,4648,Thun,Thun,Thun,1200149.0
3056,4649,Brienz ,Brienz,Brienz,756.0
3057,4650,Spiez,Spiez,Spiez,1200455.0
3079,4672,Ouro Preto,Ouro Preto,Ouro Preto,100113.0
3120,4714,Manzanillo,Manzanillo,Manzanillo,1200017.0
3145,4739,Cabezabellosa,Cabezabellosa,Cabezabellosa,622.0
3150,4744,Te Anau,Te Anau,Te Anau,459.0
3157,4751,San José de Maipo,San José de Maipo,San José de Maipo,947.0
3189,4783,Mission Beach,Mission Beach,Mission Beach,803.0
3195,4789,Amboseli,Amboseli National Park,Amboseli National Park,298.0
3198,4792,Monsanto,Monsanto,Monsanto,100075.0
3207,4801,Matosinhos,Matosinhos,Matosinhos,1200253.0
3217,4811,Neuquén,Neuquén,Neuquén,885.0
3219,4813,Kaneohe ,Kaneohe,Kaneohe,736.0
3236,4830,Loreto,Loreto,Loreto,1200080.0
3244,4838,Cuiabá,Cuiabá,Cuiabá,971.0
3247,4841,La Roda,La Roda,La Roda,1200018.0
